Bgm	コメディ
Bg	イベントスチル12002
Param	character_grayout=false
CharacterOff
Se	カギ閉める
FadeIn	white					.3
	リディ	<Off>						あれ？マスター！\nキッチンで何やってるの？
	ディーア	<Off>						リディに、クランさん!!
	クランベリー	<Off>						お台所に立つタイプだったっけ？\nリディたんにぜ～んぶおまかせの\nヒモマスターだと思ってたわ
	ディーア	<Off>						あ、いやこれは、その……
	リディ	<Off>						くんくん…なんか甘い匂い！
	クランベリー	<Off>						あら、お菓子作り？\nそんな趣味があったのね
	ディーア	<Off>						あ、あー…あはは、ちょっと\n始めてみようかなーって
	リディ	<Off>						あ、マスター、悪巧みしてる？\nお菓子でちっちゃい魔剣ちゃんを\n誘拐しようとか…
	ディーア	<Off>						しないよ！
	クランベリー	<Off>						お菓子作れるスイーツ男子で\n普段の戦士生活とのギャップで\nお姉さん魔剣たちを狙ってたり…
	ディーア	<Off>						それもないです！
	リディ	<Off>						いや、てっきりマスターのことだし…
	クランベリー	<Off>						魔剣に手を出すための努力は\n惜しまないって聞いてたから…
	ディーア	<Off>						評判悪いな、俺…
	リディ	<Off>						べ、別に悪くはないんじゃない？
	クランベリー	<Off>						そ、そうね、そういうの\n100%嫌いってわけじゃ…ないかな？
	ディーア	<Off>						…？？\nはぁ、そうすか…
	リディ	<Off>						ふぅーん、それでそれで、\nどんなお菓子つくってるの？
	クランベリー	<Off>						へぇ、白と黒の2色でキレイねぇ
	リディ	<Off>						にしし、味見してあげる！
	ディーア	<Off>						あ、ちょっと待ってリディ！
	クランベリー	<Off>						良いじゃない別に、また作ればー♪
	ディーア	<Off>						そんなクランさんまで！
	リディ＆クラン	<Off>						あーんっ♪♪♪
	リディ＆クラン	<Off>						んむんむ………
	ディーア	<Off>						……ええと、どうすか？
	リディ	<Off>						んー……なんかすごい美味しいような\nすごいこの世界のものじゃないような
	クランベリー	<Off>						自分の味覚の限界を超えた何かを\n食べているような、でも美味しい…
	ディーア	<Off>						…あー…やっぱりアリス様の\nレシピ本(たぶん世界図書館から\n勝手に持ってきた)だから……
	ディーア	<Off>						よくわかんないものが出来ちゃった\nのかもしれな――
	リディ	<Off>						……それはそうとマスター、\nちょっと他の魔剣たちとイチャイチャ\nしすぎじゃない？
	ディーア	<Off>						え？いきなりどうしたリディ…？
	クランベリー	<Off>						ねぇ…やっぱり私みたいな大人は\nキミからすると女の子には入らない？
	ディーア	<Off>						ちょちょちょ！クランさんまで！
	リディ	<Off>						ねぇ…聞いてる？
	ディーア	<Off>						ええええええええええ!!
FadeOut	red					.3
Bgm	台風_BGM
Bg	酒場1F
Param	character_grayout=true
	ディーア	驚き2	1_1
Se	チャージ
Se	魔2
Se	闇2
Se	魔1
Se	闇1
FadeIn	white					1
	ディーア	驚き2						いててて…何が起きたんだ？
Tween	ディーア	PunchPosition	y=50			Add
	ディーア	悔しい2						リディとクランさん、\n寝てないで起きて！
	ディーア	本気2						……ん？眼の前に誰かいるぞ…？
CharacterOff	ディーア
	リディ…？	通常	1_2					うふふ♪あははは♪\nやっと出てこれた♪
	クランベリー？	通常	2_2					ふぅ♪んーー、うん、やったぁ♪\nちゃんと若返ってる♪
FadeOut	white					1
Bgm	Xmasボス
Bg	イベントスチル12003
Param	character_grayout=false
CharacterOff
Se	火2
Se	魔2
Se	光2
Se	魔1
Se	光1
FadeIn	white					.5
	ディーア	<Off>						リディ？…クラン…さん？
	クランベリー？	<Off>						もう、さん付けなんてしなくていいよ？\nみんなを呼ぶみたいに、クランって\n呼び捨てにしてほしいな♪
	リディ…？	<Off>						えー、抜け駆けズルいー\nじゃーあー、リディのことは、\nリディ様って呼んで♪
	ディーア	<Off>						え、ええ…2人が…悪魔に…？
	リディ…？	<Off>						悪魔なんて酷いよぉ\nこれは、んーなんて言えば良いのかな
	クランベリー？	<Off>						そうねぇ、例えて言うなら…\n【悪堕ち】かな？
	リディＤ	<Off>						いいね！悪堕ち！\n私は悪堕ちリディ、んーん、\n『リディダークネス』ね！
	クランベリーＤ	<Off>						それじゃあ私は悪堕ちクラン、\n『クランダークネス』かしら
	ディーア	<Off>						だ、ダークネス？
	ディーア	<Off>						2人がお菓子をつまみ食いした瞬間に\n何か魔術的な何かが起きたんだ
	ディーア	<Off>						くっ！一体どうすれば――
	リディＤ	<Off>						一体どうすれば2人を助けられるんだ\nなんて考えてる顔してるね、マスター
	クランベリーＤ	<Off>						優しいなぁ、うん、いいよ\nそういうところ♪
	リディＤ	<Off>						でも安心して、もう救ってもらったから
	クランベリーＤ	<Off>						そう、こうやって【本心】を開放\nさせてもらったもの
	リディＤ	<Off>						まさか、こんなものまで作れるなんて\nマスターはやっぱりすごいね♪
	ディーア	<Off>						こんなもの？\n…お菓子、このお菓子のことか！
	ディーア	<Off>						でもこれはアリス様から借りた\nレシピ本で偶然に作った――
	ディーア	<Off>						偶然に……ぐうぜんに………
	ディーア	<Off>						もしかしてアリス様にハメられた――!?
	リディＤ	<Off>						あはは!そうかもしれないし、\n違うかもしれない♪\nもう真実はわからない♪
	クランベリーＤ	<Off>						でも起きてしまったことは事実、\nもう変えられない現実よ？
	リディＤ	<Off>						――ん、つながった、かな
	クランベリーＤ	<Off>						ええ、そうみたいね……
	ディーア	<Off>						え？つながった…？\n何を言ってるんだリディ！クランさん！
	ディーア	<Off>						このお菓子に、どんな効果が…！
	クランベリーＤ	<Off>						だからぁ、さん付けはいいってぇ
	リディＤ	<Off>						そのお菓子はね、トリガーだったの\n【白の宝物殿】と【黒の宝物殿】を\n開けるカギ……
	クランベリーＤ	<Off>						純白の竜の魔剣と、亜空の竜の魔剣\n封印されていた2つの力が開放された、\nいえ、2つの力が私たちを呼んだ…♪
	リディＤ	<Off>						ふふ♪その2つを開放する魔術式が、\nマスターの作ったお菓子【イシル】\nだった、ってこと♪
	ディーア	<Off>						この反応…異世界のゲート!?\nまさか、俺の作ったお菓子が、\n異世界と魔界をつなぐカギに…!?
	ディーア	<Off>						それに【イシル】…聞いたことがある\n魔術式を組み込んだ禁忌の食べ物…！
	ディーア	<Off>						そうか、あのレシピは宝物殿への\nカギを開ける魔術式が書かれて――
	ディーア	<Off>						いや、そんなことはない…\nそんなこともあろうかと\n事前にちゃんと調べたんだ…
	ディーア	<Off>						――まさか、魔術式の発動には、\n知られていない『条件』が……？
	クランベリーＤ	<Off>						どうかなぁ？そうかもしれないし、\nそうじゃないかもしれないし♪
	リディＤ	<Off>						にしし♪ねぇ、いいのマスター？\nこんなところで私たちの相手をしてて
	クランベリーＤ	<Off>						ゲートからたくさんのモンスターが\n溢れて溢れて大変なことに……♪
	リディＤ	<Off>						あーあ、マスターのお菓子で\n世界が大変なことになっちゃったぁ♪
	クランベリーＤ	<Off>						それもこれも、女の子の気持ちを\n適当に扱った罰…だったりして？
	ディーア	<Off>						な…なんだと…!?
	ディーア	<Off>						ちょっとまってくれ！2人とも！\n【白の宝物殿】と【黒の宝物殿】の\nゲートを閉じることはできないのか？
	クランベリーＤ	<Off>						できるよ？
	ディーア	<Off>						じゃあ――!!
	リディＤ	<Off>						やーーーーーだ♪
	ディーア	<Off>						…え？
	リディＤ							だって、私たちは悪堕ちリディと
	クランベリーＤ	<Off>						悪堕ちクランだもの♪
	リディＤ	<Off>						言ったでしょ？私たちは宝物殿に\n封じられた魔剣の力でここに居る…
	クランベリーＤ	<Off>						やっと開放された魔剣たちが\nゲート封鎖に応じると思う？
	ディーア	<Off>						クッ…どうすれば……
	リディＤ	<Off>						ふぅん、私たちを倒すって\n選択肢は、ないんだね
	クランベリーＤ	<Off>						やっぱりというか、期待通りというか
	リディＤ	<Off>						マスターがこんなだから、\n私みたいのが生まれちゃうんだろうけど
	クランベリーＤ	<Off>						逆に言えば、それが唯一の道、かな？
	ディーア	<Off>						何を言って…？\nどういうことだ、リディ…様、クラン…
	クランベリーＤ	<Off>						うふふ♪わかってきたじゃない♪
	リディＤ	<Off>						世界を救う方法はとっても簡単、\nいつもみたいにすればいいの♪
	クランベリーＤ	<Off>						そう、いつも他の女の子に\nしてるみたいに♪
	リディＤ＆クランＤ	<Off>						私たちを、恋に落として見せて？\n<param=name>♪
	ディーア	<Off>						ええええええええええええええええ!!
	ディーア	<Off>						待て待て、待って！待てって！\nお前ら何を言って――
	リディＤ	<Off>						アリス様やロール様にできて、\nリディ様にはできないの？
	クランベリーＤ	<Off>						やっぱり、私みたいな子は\n女の子として見てもらえないんだね…
	リディＤ	<Off>						そしたらこんな世界は――
	クランベリーＤ	<Off>						滅んじゃったほうがいいよね……
	ディーア	<Off>						わかった！わかったから！
	ディーア	<Off>						やってやるよ、全力で…！\nそのかわり…
	ディーア	<Off>						本当に好きになっても知らないからな！
	リディＤ							あー、そうきたかぁー♪\nうんうん、いいよ？やってみて？
	クランベリーＤ	<Off>						そういうところもキミらしくていい♪\nでもあんまり舐めないで？
	リディＤ＆クランＤ	<Off>						さぁ、恋で世界を救って見せて!!!
If	isdebug==true
CharacterOff
Jump	*E_120_01
EndIf
EndScenario
