# Q1010_01
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
	聖巫女ルカ							……あなたが本当に欲しいのは、\n私ではなくて、お兄ちゃんでしょう？
CharacterOff
	ブラム							…………
CharacterOff
	鎖エフェクト前		エフェクト表
	鎖エフェクト後ろ		エフェクト裏
Se	コインロック
	聖巫女ルカ							私は……、\nお兄ちゃんではありませんわ
	聖巫女ルカ							<ruby=・・・・・>こんなこと</ruby>をしても……\nお兄ちゃんは手に入らないし、
	聖巫女ルカ							お兄ちゃんとの子どもが\n生まれることもない
	聖巫女ルカ							……あなたの鬱屈としたその羨望が、\nあるいは不満が\n満たされることはないのですよ
CharacterOff
	ブラム							……ふ
	ブラム							やはり兄妹だな\n<ruby=・・・・・・>よく似ている</ruby>
Se	歩く
CharacterOff						2
	黒グラデーション		エフェクト表			2
Wait						2
CharacterOff
	鎖エフェクト前		エフェクト表
	鎖エフェクト後ろ		エフェクト裏
StopSe
	聖巫女ルカ							お待ちなさい、あなたは<dash=2>
CharacterOff
	黒グラデーション		エフェクト表
	ブラム							マージニア、\nオペレーションを継続しろ
CharacterOff
	魔剣マージニア							はっ
	オーラ青		エフェクト表			1.5
Se	フォーン
Wait						2
CharacterOff
	鎖エフェクト前		エフェクト表
	鎖エフェクト後ろ		エフェクト裏
	聖巫女ルカ
Se	闇1
Se	コインロック
Shake	聖巫女ルカ		x=10				NoWait
	聖巫女ルカ							くぅっ……あぁっ……！
	聖巫女ルカ							ブラム、様……
FadeOut	black					1
StopBgm
Bg	大灯台B					0
CharacterOff						0
	　　　　　　　　　　					0
Wait						3
FadeIn	black					.5
Se	強風	TRUE
	太陽王アーク							……決着はついたようだな
	月天のミコト							……そうね
	月天のミコト							あの魔鍵使い、まさか一人で\n<ruby=セト>六大魔王</ruby>を倒すなんて……
	太陽王アーク							世代交代ということさ\n覇権を握るのは<ruby=かれら>六大魔王</ruby>ではない
StopSe
	太陽王アーク							<dash=2>今を生きる、オレたちだ
Bgm	魔王バトル
Se	光1
	オーラ青		エフェクト表			1
	太陽王アーク							<ruby=アンロック>魔封解放</ruby>、コード：<ruby=ヘリオスフィア>天穹魔儀</ruby><dash=2>
CharacterOff
	月天のミコト							……六大異変の神域の解放、\nそれから覇王剣ラグナロクの<ruby=トゥルーエンド>真解放</ruby>……
	月天のミコト							やっぱり、\nアークについてきて正解だったわ
	月天のミコト							こんなこと、\nきっとアークにしか成し遂げられない
	月天のミコト	怒り						だから、私は<dash=2>
	太陽王アーク	驚き						……ミコト？
	月天のミコト	通常						……ううん、なんでもないわ\nそれより本当にいいのね？
	月天のミコト							これで、先に結ばれた\n十三王の共闘関係は\n破られることになる
	月天のミコト							ここから先は<dash=2>\n全てが敵になるのよ
	太陽王アーク							ふ……\n元より十三王に味方などいないよ
	太陽王アーク							彼らは全て、\n魔王の座を奪い合う敵同士だ
	太陽王アーク							オレがやらなくても誰かが、\nその均衡を破っていたことだろう
	太陽王アーク							いや<dash=2>むしろ誰もが、\n先手を打つ好機を伺っていたはずだ
	太陽王アーク							なればこそ<dash=2>
Bgm	タイトル
Se	光2
Se	火2
Param	character_grayout=true
	黒グラデーション		エフェクト裏
ImageEffect	SpriteCamera	Bloom				1
	NP太陽王アーク	赤	エフェクト表			1		<dash=2>応えよ、覇王剣ラグナロク!!
	NP太陽王アーク							我が名は\n太陽王アーク=シルト=アルタール
	NP太陽王アーク							《覇天の陽煌》\n《光臨せし覇神の巨星》
	NP太陽王アーク							そして、\n覇道を以て世界を掴む者<dash=2>!!
	白背景		エフェクト表2			3
Wait						3
Bg	黒背景					0
CharacterOff						0
Se	ドーン
	10章ロゴA		effect_a
Wait						2
CharacterOff						1
Wait						1
	10章ロゴB		effect_a			1
Wait						3
FadeOut	black					.5
If	isdebug==true
CharacterOff
Jump	*Q1010_02
EndIf
EndScenario

# Q1010_02
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="クエスト名"
ShowMessageWindow
FadeOut	black					0
StopSound
Bg	天界
FadeIn	black					.5
Se	火事
Shake	Graphics		x=5 y=5 time=3				NoWait
Wait						2
	赤黒リディ	驚き	2_2
	ディーア	悔しい2	1_2					なんだ、この揺れは……!?
	赤黒リディ							マスター……！
CharacterOff
Bgm	緊迫
	希望王ルル							……かつて、\n自らの支配する大陸を空へと上げた
	希望王ルル							浮遊大陸オーロエズ\nもっとも、今はシーズクリア大聖堂\nしか残っていないが
CharacterOff
	赤黒リディ	驚き	2_2
	ディーア	悔しい2	1_2
	赤黒リディ							大陸を空に上げる……？\nそんなの、どうやって
	ディーア							……魔鍵だ
CharacterOff
	希望王ルル							そのとおり
	希望王ルル							外界脱出用試作型魔鍵\n<dash=2>第六魔鍵フェンリル
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア		1_2
	ディーア	怒り2						でも、誰もが\n魔鍵を扱えるわけじゃない
	ディーア							まして大陸を動かすほどの\n魔鍵なんて、\n覇王ゼフはどうやって<dash=2>
CharacterOff
	希望王ルル							それを成し得たのがアレさ
	希望王ルル							<dash=2>天穹魔儀ヘリオスフィア\n魔鍵の操舵を可能とする魔装具だ
	希望王ルル							貴様も名前くらいは\n聞いたことがあるだろう
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	悔しい2	1_2
	ディーア							天穹魔儀ヘリオスフィア……！
	赤黒リディ							まさか、\nアークはそれを魔鍵ノアに……
	ディーア	怒り2						いや、魔鍵ノアだけじゃない……\n聖鍵セフィロト、あるいは\n魔鍵ユグドラシルに干渉できるなら！
CharacterOff
	希望王ルル							ようやく気づいたか、事の重大さに
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	赤黒リディ							早く止めないと<dash=2>
CharacterOff
StopBgm
	希望王ルル							待て、その前に……
Bgm	絶望
	希望王ルル	冷徹						<param=name>、\n貴様は嘘をついているな？
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	ディーア							なに……？
CharacterOff
	希望王ルル							お前は何のために\nアークを止めようとしている？
	希望王ルル							いや……\n何のために魔王を目指している？
CharacterOff
	赤黒リディ	通常	2_2
	ディーア	悔しい2	1_2
	ディーア							それは<dash=2>
CharacterOff
	希望王ルル							人間と魔剣が共に手を取り合い、\n平和に生きられる世界を望む……
	希望王ルル							貴様はセトにそう言ったな
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	ディーア							…………
CharacterOff
	希望王ルル							魔剣の兵器利用の否定……いや、\n"ブリジットの"兵器利用の否定か
Param	character_grayout=false
	10章スチルA		エフェクト表
	希望王ルル							仮に魔剣殺しブリジットの存在が\n明るみに出れば、\nあらゆる人々が彼女を求めるだろう
	希望王ルル							そして彼らがブリジットに\n求めるのは圧倒的な力だ
	希望王ルル							魔剣を一方的に破壊するという、\n圧倒的なまでの力<dash=2>
CharacterOff	10章スチルA
	希望王ルル							確かに、魔剣が兵器として扱われる\n現状を変えなければ、\nブリジットの人生に平穏はない
Param	character_grayout=true
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	ディーア							……ああ、そうだ
	ディーア							オレが生きている間は\nオレが守ってやれるけれど……
CharacterOff						0
Bg	草原C
	ディーア	<Off>						魔剣は、人間より遥か長い時を生きる
	ディーア	<Off>						オレが世界を変えなければ、\nオレが命を落とした後、リディは兵器\nとして残りの人生を歩むことになる
Bg	戦場跡
	ディーア	<Off>						幾千の魔剣を殺して、\n生きていくことになる
Bg	天界
	赤黒リディ		2_2
	ディーア	怒り2	1_2					……そんなのは、オレは嫌なんだ\n大勢の魔剣が殺されるのも、\nリディにそれをさせるのも
CharacterOff
	希望王ルル							だがそれは詭弁だろう
	希望王ルル							本当にそれが目的なら、\n貴様のやるべきことは一つだ
	希望王ルル	冷徹						魔剣殺しブリジットを\n自害させればいい
CharacterOff
	赤黒リディ	驚き	2_2
	ディーア	怒り2	1_2
	赤黒リディ							…………！
CharacterOff
	希望王ルル							だが、貴様はそれを選ばなかった
	希望王ルル							それどころか、むしろ魔剣殺し\nブリジットを覚醒させようとしている
	希望王ルル							ということは、\nそうしなければならない理由が\nあったということだ
CharacterOff
	赤黒リディ	驚き	2_2
	ディーア	通常2	1_2
StopBgm
	ディーア							……なんだ、そこまでお見通しか
	赤黒リディ							……マスター
	ディーア	怒り2						だが、別に魔剣の兵器利用を\n否定したいのは嘘じゃない
	ディーア							魔剣を使った戦争がなくなればいいと\n思っているのも本当さ
	ディーア							ただ、叶えたい願いは\nそれだけじゃないんだよ
Param	character_grayout=false
Bgm	神社
	8章BG		エフェクト表
	ディーア							リディを救うこと\nリディのように、どこかの世界では\n救われなかった多くの魔剣を救うこと
	9章スチルD		エフェクト表
	ディーア							十三王になること\n世界の在り方を、\n戦争の在り方を変えること
CharacterOff	9章スチルD
Param	character_grayout=true
	ディーア							それから<dash=2>\nいや、挙げていけばキリがないな
CharacterOff
	希望王ルル	冷徹						……フン\n結局のところ、何を目指すかも\n決まっていないというわけか
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	ディーア							いいや、何を目指すかは決まっている
	ディーア							オレが目指しているのは、\nそのキリがないほどたくさんの願いを\n余すことなく全て叶えることだ
CharacterOff
	希望王ルル							……無茶苦茶なことを言う
	希望王ルル							貴様が何を願っているかは知らないが\n世界の在り方を変えるだけでも\n十分すぎるほどに無理難題だ
	希望王ルル							全知全能……あるいは不老不死なら\nまだしも、人間にゆるされた\n限りある生命では<dash=2>
	希望王ルル	冷徹						……まさか、貴様
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	通常2	1_2
	ディーア							さあな、それは\nやってみないとわからないだろう
	ディーア	怒り2						それに……\nそもそも、リディを自害させても\n何も解決しない
	ディーア							<size=20>むしろ、魔界の終焉を早めるだけだ</size>
CharacterOff
	希望王ルル	冷徹						……見てきたように言うんだな
CharacterOff
	赤黒リディ		2_2
	ディーア	通常2	1_2
	ディーア							まさか\nリディは生きてるよ
	ディーア							それで、聞きたいことはそれだけか？
CharacterOff
	希望王ルル							ああ、もう<ruby=・・>十分</ruby>だ
StopBgm
Se	歩く
CharacterOff						2
Wait						2
CharacterOff
	赤黒リディ	驚き	2_2
	ディーア	怒り2	1_2
StopSe
	ディーア							……時間稼ぎか\n一体何を企んでいる……？
CharacterOff
Se	火事
Shake	Graphics		x=5 y=5
	赤黒リディ		2_2
	ディーア	悔しい2	1_2
Bgm	緊迫
	ディーア							っと、そんな場合じゃない\n早くアークを止めに行かないと<dash=2>
Tween	赤黒リディ	PunchPosition	y=50				NoWait
	赤黒リディ	驚き						マスター!!
	ディーア	驚き2						リディ？
FadeOut	black					.3
CharacterOff						0
	天使					0
FadeIn	black					.3
	ディーア	<Off>						天使……!?\nなんで……
CharacterOff
	赤黒リディ		2_2
	ディーア	悔しい2	1_2
	赤黒リディ							どうする、マスター？
	ディーア							先を急ぎたいけど……\n戦うしかないな
	ディーア	怒り2						行くぞリディ、\n<ruby=アンロック>魔剣解放</ruby><dash=2>!!
If	isdebug==true
CharacterOff
Jump	*Q1010_03
EndIf
EndScenario

# Q1010_03
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="クエスト名"
ShowMessageWindow
FadeOut	black					0
StopSound
Bgm	緊迫
Bg	天界
FadeIn	black					.5
	ディーア	悔しい2						くっ……連戦続きだから\n思ったよりもダメージが大きいな……
	ディーア	怒り2						はぁっ!!
Se	斬2
FadeOut	white					.2
CharacterOff						0
	天使
FadeIn	white					.2
Shake	天使		x=5
Se	倒れる
Tween	天使	MoveBy	y=-100				NoWait
CharacterOff						1
Wait						1
	赤黒リディ	通常						でも、天使と戦うのも\nだいぶ慣れてきたね
	ディーア	怒り2						ああ、これくらいだったら……ッ!!
CharacterOff						0
Param	character_grayout=false
Bg	黒背景					0
	黒背景		エフェクト表			0
	斬撃(393D)		エフェクト裏			0
Wait						.2
Se	剣閃
Tween	黒背景	MoveBy	x=3000 time=0.3
Wait						.2
CharacterOff						0
	黒背景		エフェクト表			0
	斬撃(393E)		エフェクト裏			0
Wait						.2
Se	剣閃
Tween	黒背景	MoveBy	y=-3000 time=0.3
Wait						.2
Param	character_grayout=true
CharacterOff						0
Bg	天界					0
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	赤黒リディ							それにしても、\nセトはもう倒したはずなのに……
	ディーア							指揮系統がなくなっても、\n命令はまだ生きているんだな……
	赤黒リディ	驚き						でも、魔力はどこから？
	ディーア							たぶん、元々聖鍵セフィロト\nあたりから供給されるように\nなっているんだろう
	ディーア							大量の天使兵を\n同時に動かすほどの魔力を、\nセトが持っているとは思えないし
	赤黒リディ							ってことは、もしアークが\n天穹魔儀ヘリオスフィアを\n手に入れたら……
	ディーア	悔しい2						ああ……世界中に広がった天使兵が、\n全てアークに寝返る可能性もあるな
	赤黒リディ	悔しい						……止めなくちゃだね、マスター
	ディーア	怒り2						ああ！
FadeOut	black					.5
CharacterOff						0
	天使
Wait						.5
FadeIn	black					.5
	天使							<dash=6>!!
Se	斬2
FadeOut	white					.2
CharacterOff						0
	赤黒リディ		2_2			0
	ディーア	怒り2	1_2			0
FadeIn	white					.2
	ディーア							よし、あと少し<dash=2>
	赤黒リディ							マスター！\nあれ!!
FadeOut	black					.3
CharacterOff						0
	天使A		画面外_下			0
	天使B		画面外_下_b			0
Tween	天使A	MoveBy	x=180 time=0
Tween	天使B	MoveBy	x=-180 time=0
FadeIn	black					.3
Se	フォーン
Tween	天使A	MoveTo	y=-350				NoWait
Wait						.5
Se	フォーン
Tween	天使B	MoveTo	y=-350
Wait						.5
CharacterOff						0
	ディーア	怒り2						なっ……増援か!?
	赤黒リディ							来るよ、マスター！\n……って、え
	天使		画面外_上_b
Se	フォーン
Tween	天使	MoveTo	y=-350				NoWait
Wait						1
Se	風1
Tween	天使	MoveBy	y=1000				NoWait
Tween	赤黒リディ	MoveBy	y=1000				NoWait
	赤黒リディ	驚き						ひゃああああっ!?
Bgm	バトル
CharacterOff
	ディーア	怒り2						リディ!?
Bg	神界改
CharacterOff
	天使		2_3_b
	赤黒リディ	悲しい
	赤黒リディ							ひゃっ……た、高い……！
	赤黒リディ							た、たすけて、マスター！
Bg	天界
CharacterOff
	ディーア	怒り2						ああ、今助ける！\n待ってろ、リディ!!
	ディーア	本気2						<ruby=アンロック>魔剣解放</ruby><dash=2>!!
FadeOut	black					.5
CharacterOff
StopBgm
	黒グラデーション		エフェクト表
Wait						2
FadeIn	black					.5
	？？？？	<Off>						……かわいそうなブリジット\nやはり、あなたには相応しくない
	？？？？	<Off>						……ふふ♪
FadeOut	black					1
If	isdebug==true
CharacterOff
Jump	*Q1010_04
EndIf
EndScenario

# Q1010_04
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="クエスト名"
ShowMessageWindow
FadeOut	black					0
StopSound
Bgm	バトル
Bg	神界改
	天使
FadeIn	black					.5
	天使							<dash=6>!!
	ディーア	怒り2						くっ……あと少し……!!
	ディーア	本気2						届いた!!
CharacterOff						0
Param	character_grayout=false
Bg	黒背景					0
	黒背景		エフェクト表			0
	斬撃(393D)		エフェクト裏			0
Wait						.2
Se	剣閃
Tween	黒背景	MoveBy	x=3000 time=0.3
Wait						.2
CharacterOff						0
	黒背景		エフェクト表			0
	斬撃(393E)		エフェクト裏			0
Wait						.2
Se	剣閃
Tween	黒背景	MoveBy	y=-3000 time=0.3
Wait						.2
Param	character_grayout=true
CharacterOff						0
Bg	神界改					0
	天使		2_3_b					<dash=6>!?
	赤黒リディ	照れ	2_3
Se	倒れる
Tween	天使	MoveBy	y=-1000
	赤黒リディ							ふぅ、ありがと、マス……
Se	ピューン
Tween	赤黒リディ	MoveBy	y=-1000				NoWait
	赤黒リディ	驚き						きゃああああっ!?
Wait						1
Bg	天界
	ディーア	驚き2						リディ!?
CharacterOff
	赤黒リディ		画面外_上
Se	倒れる
Tween	赤黒リディ	MoveTo	y=-350 time=0.5	linear
	土煙		エフェクト表
Wait						.2
CharacterOff	土煙					1.5
Wait						1.5
	赤黒リディ	照れ						い、意外と低くて助かった……
StopBgm
CharacterOff
	ディーア	驚き2						リディ、大丈夫か!?
	赤黒リディ							うん、大丈夫……\nえへへ、びっくりしたね
	ディーア	汗2						無事でよかった……
CharacterOff
	黒グラデーション		エフェクト表
Bgm	絶望
	白リディ	<Off>						……あなたはいつもそうね、\nリディちゃん
CharacterOff						1
	白リディ					1		そうやって何度も\n危険な目に巻き込まれて
	白リディ							その度に、同じように\nマスターに救ってもらう
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	赤黒リディ							……あの子
	ディーア							……白リディ
Se	回想
FadeOut	white					.5
CharacterOff						0
Bg	酒場_宿屋					0
Param	character_grayout=false
	ディーア	悔しい2				0
ImageEffect	SpriteCamera	Sepia				0
FadeIn	white					.5
	ディーア							あの子も、オレの味方……なのか？
	黒リディ							さあね？それはわからないカナ
FadeOut	black					.1
Tween	黒リディ	ScaleBy	x=1.5 y=1.5 time=0				NoWait
Tween	黒リディ	MoveBy	y=-300 time=0				NoWait
FadeIn	black					.1
	黒リディ							記憶と感情を共有してても、\nわからないんだよね\nあの子が何を考えているのか
Se	回想
FadeOut	white					.3
CharacterOff						0
Bg	市街地C
	白リディ
FadeIn	white					.3
	白リディ							あなたたちの記憶の中から、\n絶望を《修繕》しましょう
	白背景		エフェクト表
	白リディ							苦しく、悲しく、\n目を背けたくなる絶望を、ここに
FadeOut	white					.5
ImageEffectOff	SpriteCamera	Sepia				0
CharacterOff						0
Bg	天界					0
Param	character_grayout=true
	赤黒リディ		2_2			0
	ディーア	怒り2	1_2			0
FadeIn	white					.5
	ディーア							……何をしに来た
CharacterOff
	白リディ							マスターも悪いんですよ
	白リディ							いつまで経っても\nリディちゃんを甘やかすから
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	ディーア							……何のことだ
CharacterOff
	白リディ							あなたの魂はもう限界を迎えているわ
	白リディ	笑い						うつつを抜かしている場合では\nないのではないかしら？
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	ディーア							……何がいいたい
CharacterOff
	白リディ							勇者王を継いだ男の子……\nルルと話していたでしょう？
	白リディ							あなたには為すべきことが\nたくさんある
	白リディ							それなのに、あなたは\nリディちゃんを救うという目標から\n目を背けられない
	白リディ							それさえ手放せば、あなたの願いは\nほとんど叶えられるはずなのに
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	ディーア							……リディを見捨てろと？
CharacterOff
	白リディ	笑い						あるいは、\nリディちゃんを救うことだけを\n考えてもいいけれど……
	白リディ	通常						少なくとも、このまま全てを\n拾おうとしていては、\n全てを失ってしまいかねないわ
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	白リディ	<Off>						わかっているんでしょう、魔鍵使い\nあなたは並行世界を作りすぎた
	白リディ	<Off>						今や悪魔の鍵によって\n作られた膨大な世界線が<dash=2>
	白リディ	<Off>						膨大な人類のデータが、\nユグドラシルに蓄積されて\n溢れかえっているわ
CharacterOff
	白リディ							そして魂の数には決まりがある
	白リディ							処理しきれなくなった魂は\n重複する並行世界に影として落ちて、\nその人の人生を上書きしているの
	白リディ							<ruby=ソウル>魂</ruby>が薄くなっている\n実感はあるのでしょう？
CharacterOff
	赤黒リディ		2_2
	ディーア	悔しい2	1_2
	ディーア							……ああ
CharacterOff
	白リディ							あれは並行世界の\nあなた自身を投影しているもの\nなのだから、
	白リディ							他の魂と合わさって存在が\n希薄化すれば、あなたはもう戦えない
	白リディ							あなたに……いえ、\n"ディーア"に残された時間は短いわ
	白リディ							だから、\nあなたも焦って冷静さを\n欠いているのでしょう
	白リディ							さっきだって危うく、\nリディちゃんを\n守れなかったかもしれなかった
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	赤黒リディ							…………
CharacterOff
	白リディ							どうせいつか後悔するくらいなら……
	白リディ	笑い						それならばいっそのこと、\n最初から手放してしまったほうが\n楽なのではないかしら？
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	ディーア							……お前の目的はなんだ
CharacterOff
	白リディ	笑い						前にも言ったでしょう
	白リディ							世界を在るべき姿に《修繕》すること
	白リディ							《<ruby=マスターキー>全知全能</ruby>》が\n魔剣を作り出す以前……
	白リディ	通常						世界に存在しなかったはずの\n"不老不死"の否定
CharacterOff
	赤黒リディ	驚き	2_2
	ディーア	怒り2	1_2
	ディーア							……魔剣は、魔力の供給源がある限り\n半永久的に生命活動が可能な\n不老不死の新生命である、か
CharacterOff
	白リディ							ええ、その通り
	白リディ							そして"魔剣殺しブリジット"\nに課せられた存在意義でもある
	白リディ							ある意味では……\nあなたと同じ目的よ、"ディーア"
	白リディ							それに、彼の邪魔しかできない\nリディちゃんは見ていられないわ
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	赤黒リディ							……そんなことないもん
CharacterOff
	白リディ							あるわよ
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
Tween	赤黒リディ	PunchPosition	y=50				NoWait
	赤黒リディ							ないもん！
CharacterOff
	白リディ							……なら証明してみせなさい
	白リディ							行くわよ、魔鍵使い\nアークを止めるんでしょう？
CharacterOff
	赤黒リディ	驚き	2_2
	ディーア	驚き2	1_2
	ディーア							え？\nちょ、お前も来るのか？
CharacterOff
	白リディ							あら、ダメかしら？
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	ディーア							……少なくとも、\nお前を味方だとは思えないな
	ディーア							お前は何度もリディを危険に晒した\n……信用できる相手じゃない
CharacterOff
	白リディ	笑い						随分な言われようね
FadeOut	white					.3
CharacterOff						0
Bg	戦場跡					0
Param	character_grayout=false
	モモ					0
ImageEffect	SpriteCamera	GrayScale				0
FadeIn	white					.3
	白リディ	<Off>						医療世界プラタナスを\n完成させなければ、\nモモが干渉してくることはなかったし
	9章スチルJ		エフェクト表
	白リディ	<Off>						セフィロトでリディちゃんを\n暴走させていなければ、\nあなたはセトに斃されていたわ
FadeOut	black					.5
Param	character_grayout=true
CharacterOff						0
	白リディ					0
Bg	天界					0
ImageEffectOff	SpriteCamera	GrayScale				0
FadeIn	black					.5
	白リディ							<ruby=あなたの魔剣>ブリジット</ruby>として\nそれが必要だったから\nそうしていたまでよ
	白リディ	笑い						まあ、ついでに<ruby=リディちゃん>主人格</ruby>も\nいなくなっちゃえばいいなとは\n思っていたけれど
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	赤黒リディ							…………
CharacterOff
	白リディ	笑い						あと、赤と黒の私だけ楽しそうに\nしているのはちょっとずるいなとは
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	ディーア							……やっぱり信用できないな
CharacterOff
	白リディ	笑い						でも、協力者が増えるのは\n悪い話じゃないはずでしょう
	白リディ	通常						あなた一人では、\nもうその子を守れないでしょうから
CharacterOff
	赤黒リディ		2_2
	ディーア	怒り2	1_2
	ディーア							……そうだな
	赤黒リディ	驚き						マスター……
	ディーア	怒り2						わかった、一緒に行こう……白リディ
CharacterOff
	白リディ							ええ、喜んで
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	ディーア							ただし、少しでも変な動きを見せたら\n……オレはお前を敵とみなす
	ディーア							……わかっているな？
CharacterOff
	白リディ	笑い						もちろん\nお好きなように
CharacterOff
	赤黒リディ	悔しい	2_2
	ディーア	怒り2	1_2
	赤黒リディ							……大丈夫なの、マスター？
	ディーア							大丈夫、\nリディに危害は加えさせないさ
	ディーア							早く行こう\nアークを止めなくちゃな
FadeOut	black					1
If	isdebug==true
CharacterOff
Jump	*Q1010_04
EndIf
EndScenario

# Q1010_05
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="クエスト名"
ShowMessageWindow
FadeOut	black					0
StopSound
Bgm	絶望
