	ロルリアンレット	通常2						まぁそんなことはどうでもいいのよ\nとりあえず原因を解決なさい
	ディーア	怪しい2						…原因？
	ロルリアンレット							ええ、マリーと世界図書館職員で\nなんとか原因だけは解明したわ\nそして今も調査中
	リディ	驚き2						あ、だから居ないんだ
	ディーア	怒り2						！！\n……だから、俺を呼んだんですね
	ロルリアンレット	ニヤリ2						ご明察よ魔剣使い
	リディ	絶望2						……まさか
	ディーア	本気2						その『原因』は、世界図書館職員では\n処理しきれなかった…
	ロルリアンレット	通常2						少し厄介な相手でね、\n相手が相手だけに司書たちでは\n戦いにくいのよ
	ディーア	怒り2						だから、魔剣の加護が必要で、\nかつて旧区画から生還した人物…と
	リディ	照れ2						マスターのことだ！
	ディーア	怪しい2						世界図書館の司書たちですら苦戦する\n相手ということは、霊獣級…？\nいやこの場合は…禁書級の暴走
	ディーア	本気2						それも、大災害規模の、魔典！
	ロルリアンレット	悪い顔2						察しがいいわね魔剣使い\n封印されていた禁書イオの\n『写本』が見つかったのよ
	リディ	驚き2						禁書イオの写本…！？
	ロルリアンレット	通常2						かつてこの世界図書館を絶望に沈めた\n凶悪にして最悪の情報生命イオ、\n彼女が封じられた魔典が見つかったわ
	ディーア	悔しい2						でも、確かイオは俺がこの手で…！
	ロルリアンレット							その通り、でも残念だけれど\n複製が見つかったのは事実よ
	ロルリアンレット							元からあったのか、造られたのかは\n定かではないけれどね
	ディーア	怪しい2						造られた…？\n禁書イオを持ち出せるほどの能力者は\nそうそういないはず…
	ロルリアンレット							その通り、だからこそ
	リディ	笑い2						マスターの出番だね！
	リディ	悔しい2						…あれ？でも禁書イオって、\n直接人の命を奪うことはしないんじゃ…
	リディ							たしか、絶望させて、気力を奪って…
	ディーア							だからだよ、リディ…\nおかしいんだ、1つだけ…
	リディ	驚き2						…そうか、《蒼い霧》！
	ロルリアンレット							可視化されるほどの魔力の滞留、\nこの霧の原因がイオの魔力だとしたら\n禁忌級の魔法災害になるわね
	ロルリアンレット	悪い顔2						最悪の場合『生きる』ことさえも\n諦めさせるほどの絶望を撒き散らすわ
	ディーア	本気2						お嬢様、イオの写本は今どこに
	ロルリアンレット							旧図書区画最奥部\n――禁書領域
	ディーア	怒り2						承りました
	ディーア	本気2						<param=name>、\n全身全霊をもってこの依頼を完遂します
	ロルリアンレット	ニヤリ2						さすがね
	ロルリアンレット	通常2						ああ、そうそう、\nひとつだけ伝え忘れていたわね
	ロルリアンレット	悪い顔2						旧図書区画に結界を張るわ\nあなたたちが出撃したあとにね
	リディ	悔しい2						…ふぇ？
	ロルリアンレット							最悪の事態に備えて旧図書区画を\n完全に封印することにしたの
	ディーア	照れ2						あはは…さながら最終防衛ライン
	リディ	悲しい2						あの、それって、もしかして…
	ロルリアンレット	通常2						解決するまで、\nここには帰って来れないわね
	ディーア	驚き2						えええええ！ひどい！
	ロルリアンレット	悪い顔2						全身全霊を持って完遂します！キリッ！\nとキメ顔したのはあなたよ？
	ディーア	悔しい2						ぐぬぬ…ひどい、ひどすぎる…
	リディ	笑い2						まぁまぁ、リディがついてるよ♪
	ディーア	嬉しい2						リディ…！
	ロルリアンレット	ニヤリ2						恋人気分で旧図書区画最奥部デート？\nまぁそれもいいかもしれないわね
FadeOut	white					.5
Se	光3
	オーラ青		エフェクト表
	暗幕		カバー
FadeIn	white					1
Param	character_grayout=false
	ディーア	驚き2						うお！？転送魔法陣！
	リディ	驚き2						ま、またこれ！
	ロルリアンレット	通常2						行ってらっしゃい魔剣使い\nこれが最後のデートかもしれないわよ
	ディーア							うわ、うわあぁぁ…！
Param	character_grayout=true
FadeOut	white					.5
Se	光3
CharacterOff	リディ
CharacterOff	ディーア
	スモーク	通常	エフェクト表
Tween	スモーク	ColorTo	time=0.1 a=0.0
FadeIn	white					1
Tween	スモーク	ColorTo	time=0.8 a=1.0
	ロルリアンレット	ニヤリ2						……ここまで霧が来たわね
	《通信音声》	<Off>						<color=mk2wisp>第8から第12区画\n蒼い霧によって汚損…！\n被害は甚大…!!</color>
	《通信音声》	<Off>						<color=mk2wisp>近隣住民区に蒼霧延焼を確認…\n…死者行方不明者多数……！</color>
	ロルリアンレット	悪い顔2						まったく、困ったものだわ
	wipe		wipe_start			0
Tween	wipe	MoveTo	x=-800 islocal=true time=1.2	linear
FadeOut	black					.1
Bgm	魔王バトル
Bg	青いスイーツ図書館
CharacterOff	wipe
CharacterOff
	ディーア	悔しい2	3_4
	リディ	絶望2	dd
	魔法災害イオ写本	通常	a2 2
	スモーク	通常	エフェクト表
FadeOut	white					.1
Se	斬1
FadeIn	white					.1
FadeOut	white					.1
Se	斬2
FadeIn	white					.1
FadeOut	white					.1
Se	火2
FadeIn	white					.1
FadeOut	white					.1
Se	闇2
FadeIn	white					.1
FadeIn	black					.5
	ディーア							はぁはぁ…こいつ、強い…！
	リディ							この蒼い霧…なんか…嫌…
	魔法災害イオ写本							<color=mk2wisp>…ゴゴゴ…</color>
	ディーア							くっ…コイツ…！
	リディ							うそでしょ…マスター…これ…
	魔法災害イオ写本							<color=mk2wisp>…ゴゴゴ…</color>
	ディーア	怒り2						これがロールお嬢様の言っていた\n《由々しき事態》ってやつか
	ディーア	本気2						俺の後ろから離れるなよ！リディ！
	ディーア							お前を再び封印してやる…！イオ！
	リディ	悔しい2						やっぱりだよマスター…\nこいつ、叩かれる度に霧を吐いて――
	リディ	悲しい2						ここまでに倒れてた世界図書館の人たち\n大丈夫かな…
	ディーア	怒り2						……大丈夫にするために、\nここに来たんだろ、リディ！
	リディ	怒り2						…うん！
	魔法災害イオ写本							<color=mk2wisp>…ゴゴゴガガガ…</color>
	ディーア	本気2						こいっ！マカブイン！チェーンソウ！
FadeOut	white					.5
Se	魔剣入る
CharacterOff
	ディーア	怒り2	dd
	秘剣マカブイン	通常	b1
	チェーンソウ	通常	a1
FadeIn	white					1
	秘剣マカブイン							ふふっ♪\nマスターくんが呼んでくれること\nちゃーんとわかってたよ♪
	チェーンソウ							ご用命とあらば――
	ディーア	本気2						時間をかけずに短時間で終わらせる！\nいけるか！
Param	character_grayout=false
	マカブイン＆チェーンソウ	<Off>						もちろん！
Se	斬2
FadeOut	white					1.2
If	isdebug==true
CharacterOff
Jump	*E_111_02
EndIf
EndScenario

# E_111_02
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="第2話 ブルーエピソード"
JumpSubroutine	*イベントクエストタイトル3
Bgm	凱旋
Bg	旧図書館
	ディーア	怒り2	dd
	秘剣マカブイン	通常	b1
	チェーンソウ	通常	a1
	スモーク	通常	エフェクト表
Tween	スモーク	ColorTo	time=2.0 a=0.0
CharacterOff	スモーク
	ディーア	悔しい2						はぁはぁ…やったか？
	秘剣マカブイン							マスター君の邪魔をする奴は、\nぜぇんぶ切断しちゃうよ♪
	チェーンソウ							報告\n蒼い霧が晴れてきました
	魔法災害イオ写本	<Off>						<color=mk2wisp>オオオオオオオオオオオオオ…………</color>
	ディーア	嬉しい2						…やった！
	秘剣マカブイン							よしよし♪マスターくんえらい♪
	チェーンソウ							お見事でした\n賞賛に値します
	ディーア	笑い2						いやいや、二人がいてくれて助かった…
	秘剣マカブイン							はい、マスターくん♪\nこれが私たちが倒した敵…？\nていうか、本♪
	ディーア	驚き2						これは…絵本？
	ディーア	怪しい2						イオ写本が棲みついていたのは\n絵本だったのか…
	秘剣マカブイン							ねぇねぇ、マスターくん\nこのあたりは禁書領域なんだよね？
	ディーア	通常2						ああ、そのはずだけど…
	秘剣マカブイン							んー、なんか絵本が多いね？\n魔導書とかもあるみたいだけど
	ディーア	驚き2						本当だ…
	ディーア	怪しい2						ふむ、なんでだろうな
	秘剣マカブイン							あ♪マスターくん、いま私のこと\n考えてたでしょ♪
	ディーア	汗2						いや、そういうわけじゃ
	秘剣マカブイン							照れ屋さんだなぁ♪\nいいよ、隠さなくても♪
	チェーンソウ							ピピ…報告です、マイマスター
	チェーンソウ							ププッピマリー様をはじめとする\n職員の方々の安全が確保されました
	ディーア	笑い2						霧が晴れて動けるようになったのか\nふぅ、これで一安心だな
	チェーンソウ							それと、もう一つ\nイオ写本の討滅は完了しましたが、\n蒼霧濃度に変化がありません
Bgm	絶望
	ディーア	驚き2						変化がない…？
	ディーア	怒り2						そんな、たしかにこのあたりの霧は…
	ディーア	本気2						……ッ！？
FadeOut	blue					.7
Se	闇2
Bg	青い世界図書館
	スモーク	通常	エフェクト表
FadeIn	blue					.7
	チェーンソウ							魔力反応増大…？\nマイマスター、警戒を
	ディーア	悔しい2						なんだ…？急に息苦しくなって―…
	秘剣マカブイン							ど、どうしたの、マスターくん？
	ディーア	怒り2						まずい…！
	ディーア	本気2						チェーンソウ、マカブイン、ロック!!
	秘剣マカブイン							えっ？どうし――
FadeOut	white					.5
Se	魔剣出る
CharacterOff	秘剣マカブイン
CharacterOff	チェーンソウ
	ディーア		1_2
	リディ		2_2
FadeIn	white					1
	ディーア	本気2						くっ…何が起きてる…!?
	リディ	悲しい2						ま、マスタぁ…
	ディーア	怒り2						リディ、離れるな
Tween	リディ	MoveBy	time=0.5 x=-20			Add
	リディ	悔しい2						うん
FadeOut	blue					.7
Se	闇2
FadeIn	blue					.7
FadeOut	blue					.7
Se	闇2
FadeIn	blue					.7
	リディ	驚き2						すごい魔力の反応…\nまるで霧が生きてるみたい…
FadeOut	blue					.3
Se	闇2
FadeIn	blue					.3
FadeOut	blue					.3
Se	闇2
FadeIn	blue					.3
FadeOut	blue					.3
Se	闇2
FadeIn	blue					.3
FadeOut	blue					.3
Se	闇2
FadeIn	blue					.3
FadeOut	blue					.3
Se	闇2
FadeIn	blue					.3
	ディーア	あはは2						鼓動…？\nまさか…な
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
FadeOut	blue					.1
Se	闇2
FadeIn	blue					.1
	リディ	絶望2						ま、ますたー！\n鼓動が早くなってる!!\n霧が、蒼い霧が脈打ってる!!!
	ディーア	本気2						なんだなんだ、これじゃあまるで\n生命が誕生しているみたいだ…!
FadeOut	blue					.3
Se	チャージ
Se	魔2
Se	闇2
Se	ガードブレイク
Se	敵殺
Se	ボス殺
Bgm	闇属性バトル
FadeIn	white					1
	ディーア	悔しい2						うぅ、何が、起きた…？
	リディ							…え、ま、マスター…あれ
	ディーア	絶望2						………うそ、だろ？
CharacterOff
	チェーンソウ？	通常	a1 2
	マカブイン？	通常	b2 2
Param	character_grayout=false
	蒼き霧に包まれた2人	<Off>						……………………\n……………………\n……………………
Se	斬2
FadeOut	white					1.2
If	isdebug==true
CharacterOff
Jump	*E_111_03
EndIf
EndScenario

# E_111_03
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="第3話 ブルーエピソードⅡ"
JumpSubroutine	*イベントクエストタイトル3
Bgm	闇属性バトル
Bg	青い世界図書館
	ディーア	絶望2	dd
	蒼き霧のマカブイン	通常	b1
	蒼き霧のチェーンソウ	通常	a1
	スモーク	通常	エフェクト表
	蒼き霧のマカブイン							……
	蒼き霧のチェーンソウ							……
	ディーア							嘘だろ…？
	ディーア	怒り2						俺の魔剣が、暴走…？
	ディーア	悔しい2						いや、マカブインもチェーンソウも\n俺の手の中にある…\nちゃんと魔力を感じる…
	ディーア	絶望2						じゃあこれは…蒼い霧が\nマカブインとチェーンソウの\n魔力結晶体をコピーした…のか？
	蒼き霧のマカブイン							マスターくん…どうして私のことを\n見てくれないの…？
	蒼き霧のマカブイン							私はマスターに愛されたかっただけ…\nただそれだけなのに…
	ディーア	驚き2						！？
	蒼き霧のチェーンソウ							私は…マスターの魔剣にふさわしくない\n欠陥品…
	蒼き霧のチェーンソウ							不良品は廃棄処分を待つのみ…
	ディーア	絶望2						ま、待て、今何と…？
	秘剣マカブイン	<Off>						<color=mk2wisp>マスターくん！\nそれは私じゃないよ！\n何か変だよっ！</color>
	チェーンソウ	<Off>						<color=mk2wisp>マスターに通達…\n目前の対象から異常値を計測\nただちに距離を取るべき</color>
	ディーア							……変？　…異常値？
	ディーア							でも、この2人は…まるで……
	秘剣マカブイン	<Off>						<color=mk2wisp>マスターくん！</color>
	チェーンソウ	<Off>						<color=mk2wisp>早く離れて！</color>
	wipe		wipe_start			0
Tween	wipe	MoveTo	x=-800 islocal=true time=1.2	linear
FadeOut	black					.1
Bgm	図書館
CharacterOff	wipe
CharacterOff
	ディーア	絶望2	1_2
	リディ	驚き2	2_2
FadeIn	black					.5
	リディ							はぁはぁ、なんとか逃げ切ったみたい…
	リディ							なんだったの今の…\nマカブインちゃんとチェーンソウさんと\nそっくりだったけど…
	ディーア							……ああ、そうだな…
	リディ	悲しい2						マスター？
	ディーア							……ああ、そうだな…
	リディ	驚き2						もうマスター！\nあそこのお菓子屋さんでお菓子買うよ！\nマスターのおごりでっ！
	ディーア	驚き2						…………それはだめっ！
	リディ	笑い2						にしし♪
	ディーア	汗2						…あ
	リディ	通常2						なんか様子へんだよ？大丈夫？
	ディーア	怪しい2						いや、ああ、ちょっとな…\nあの2人を見てて、思ったんだ\n起こりうる可能性のひとつかなって
	リディ							かのうせい？
	ディーア	悔しい2						魔剣たちにとって魔剣使いはパートナー\nであり、主人であり、生命線…
	ディーア							魔剣使いは、その身で戦う戦士だ\nやられれば魔剣もろともやられる
	ディーア							つまり、一心同体なんだ
	ディーア	絶望2						もし俺がやられたら、\nイオに負けていたら、2人は本当に…
	リディ	笑い2						ダイジョブだよ♪
	ディーア	驚き2						え？
	リディ	通常2						大丈夫だよ、マスター♪
	ディーア							リディ？
	リディ	笑い2						マスターなら大丈夫！
	リディ							マスターはいままで、魔剣の女の子を\n不幸にさせたことなんて一度も\nないでしょ？
	リディ	照れ2						それはきっと偶然じゃないよ！\nマスターの才能♪
	リディ	笑い2						だから、きっと大丈夫だよ
	ディーア	あはは2						ああ…ありがとう\nそうだな、俺…どうにかしてたみたいだ
	ディーア	笑い2						迷ってないで、絶望の蒼霧なんて\n吹っ飛ばしてやらないとな！
	リディ							その意気だよ、マスター♪
FadeOut	white					.5
Se	光3
	オーラ青		エフェクト表
	暗幕		カバー
FadeIn	white					1
	ディーア	驚き2						こ、これはっ…！
	リディ	驚き2						テンソーマホージン！
Param	character_grayout=false
	ロルリアンレットの声	<Off>						<color=mk2wisp>《残念だけれどはずれよ》</color>
Param	character_grayout=true
	リディ	笑い2						ロール様！
	ディーア	驚き2						転送魔法陣を利用した遠距離対話…！
Param	character_grayout=false
	ロルリアンレットの声	<Off>						<color=mk2wisp>《時間がないわ、\n手短に答えてちょうだい》</color>
	ロルリアンレットの声	<Off>						<color=mk2wisp>《イオが棲みついていた本は…\n………絵本ね？》</color>
Param	character_grayout=true
	ディーア							！！
	ディーア	通常2						そうです、その通り
	ディーア	怪しい2						確実に倒したんですが、\n霧が晴れることなく、むしろ増えて…
Param	character_grayout=false
	ロルリアンレットの声	<Off>						<color=mk2wisp>《なるほど、やはりね》</color>
	ロルリアンレットの声	<Off>						<color=mk2wisp>《…わかったわ、真犯人が》</color>
	ロルリアンレットの声	<Off>						<color=mk2wisp>《今から言う区画に向かいさない\nそこに居るはずよ》</color>
Param	character_grayout=true
	ディーア	驚き2						し、真犯人…！
	ディーア	怒り2						でも、その前に2人を…\n蒼い霧の2人解放させないと…！
Param	character_grayout=false
	ロルリアンレットの声	<Off>						<color=mk2wisp>《蒼い霧の2人…？\n残念だけれどおそらくそれは\n魔剣ではないわ》</color>
	ロルリアンレットの声	<Off>						<color=mk2wisp>《真犯人が私の予想通りなら…》</color>
	ロルリアンレットの声	<Off>						<color=mk2wisp>《それはただの\n霧に映ったあなたの絶望よ》</color>
Param	character_grayout=true
	ディーア	驚き2						………！！
	ディーア	本気2						…それでも、絶望に苛まれて、\n苦しんでる女の子を放っておくことは\n俺にはできない…！
Param	character_grayout=false
	ロルリアンレットの声	<Off>						<color=mk2wisp>《…意外と残酷なのね》</color>
	ロルリアンレットの声	<Off>						<color=mk2wisp>《救う方法はひとつしかないのに》</color>
Param	character_grayout=true
	ディーア	怒り2						……だからこそ、俺がやるんです
Bgm	魔王バトル
Param	character_grayout=false
	ロルリアンレットの声	<Off>						<color=mk2wisp>《そうだったわね\nあなたはそういう魔剣使い\nだったわね》</color>
	ロルリアンレットの声	<Off>						<color=mk2wisp>《――くれぐれも、\n情けをかけないように、と\n助言してあげるわ》</color>
Param	character_grayout=true
	ディーア	本気2						――はい
	リディ	驚き2						マスター！あの2人が来たよっ!!
FadeOut	white					.5
Se	光3
CharacterOff	オーラ青
CharacterOff	暗幕
FadeIn	white					1
	リディ							…ど、どうするの？
	ディーア	怒り2						あいつらは、俺の心の弱さが産んだ\n絶望の産物だ…
	ディーア							ありえたかもしれない未来…\n起きなかった可能性…
	ディーア	本気2						それは同時に、別の未知を選んだ\nということ…！
	ディーア							今、この両手に感じる魔力の鼓動を\n守るために俺は戦う！
	ディーア	怒り2						だから……、だから……!!
FadeOut	white					.5
Se	魔剣入る
CharacterOff
	ディーア	怒り2	dd
	秘剣マカブイン	通常	b1
	チェーンソウ	通常	a1
FadeIn	white					1
	秘剣マカブイン							同じ顔と戦うのは気が引けるかなぁ？\nなーんちゃって♪
	チェーンソウ							全身全霊をもって討滅します
	ディーア	本気2						だから絶望……\nお前を倒して救ってやるっ!!!
Se	斬2
FadeOut	white					1.2
If	isdebug==true
CharacterOff
Jump	*E_111_04
EndIf
EndScenario

# E_111_04
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="第4話 君を感じていたいから"
JumpSubroutine	*イベントクエストタイトル3
Bgm	図書館
Bg	研究所A
	ロルリアンレット	通常2	1_1
	ロルリアンレット	悪い顔2						…霊獣アガサ
	ロルリアンレット							痕跡だけは大量に残っている霊獣よ\nもちろん、この世界図書館にもね
	ロルリアンレット							恋心を源泉に力とする霊獣…\n縁を結んで力とする神具、\n天桃華皇陽那の真逆と言えるわね
	ロルリアンレット	ニヤリ2						感情に寄生するといってもいい、\n厄介な奴が現れたわね
	ロルリアンレット							まさか、図書館の中の本に\n棲み着いているとは思わなかったわ
	ロルリアンレット							たしかに本は史実、理論、空想妄想、\nあらゆる感情の文書化魔術
	ロルリアンレット	通常2						霊獣アガサが力を発揮するのなら\nこれ以上なく最適だったというわけね
	ロルリアンレット							普段の世界図書館であれば\n何のことはなく対処できたものの
	ロルリアンレット	悪い顔2						ここまで不幸が重なると\nさすがの私もお手上げ…
	ロルリアンレット	通常2						――あとは任せたわよ、魔剣使い…
	wipe		wipe_start			0
Tween	wipe	MoveTo	x=-800 islocal=true time=1.2	linear
FadeOut	black					.1
Bg	青い世界図書館
CharacterOff	wipe
CharacterOff
	スモーク	通常
	ディーア	悔しい2	1_2
	リディ	悔しい2	2_2
FadeIn	black					.5
	リディ							…ここで、いいんだよね？
	ディーア							ああ、ロールお嬢様の言うとおりなら\nここにいるはずだ…
	ディーア	怒り2						蒼い霧の真犯人が……！
	リディ	悲しい2						ロール様が言ってた『不幸』って\n何のことなの？
	ディーア	通常2						――おそらく、禁書イオと、\n今がバレンタイン期間だってことかな
	リディ	驚き2						ば、ばれんたいん！？
	ディーア	怪しい2						ああ…、元々バレンタインは、\n浮動魔力波の影響で感情が増幅される\n魔界特有の季節風みたいなものだから
	ディーア							感情が増幅される時期っていうのは、\n感情を糧とする霊獣アガサには\n格好のタイミングだったんだ
	リディ	悲しい2						あ、そうか…そのとき出会ったんだね\n禁書イオと、霊獣アガサが…
	ディーア	通常2						もしかしたら昨日今日じゃないかも\nしれないな
	リディ	驚き2						…え、そうなの？
	ディーア	悔しい2						イオは感情を狂わせたい、\nアガサは感情を糧にしたい…
	ディーア							お互いがお互いを利用しあって、\n世界図書館の片隅で生き延びてきた\nのかもしれない
	リディ	悲しい2						そうか、魔剣と魔剣使い…みたいだね
	ディーア	驚き2						…！
	リディ	驚き2						あ、ごめん！\n悪気があって言ったんじゃなくて…
	ディーア	悔しい2						いや、わかってる\nでもそうだよな、うん…
