	裏ディーア	ハテナ						唯一の使い手を失った聖なる力、\n故に誰もが使える出来損ないの聖剣
	裏ディーア	ハテナ						お前が望まずとも、\nお前という力を求める者は大勢いる
	聖剣ルカ	悲しい						結局、聖剣という力は\n私にいつまでもついて回るのですね
Se	回想
FadeOut	white					.3
ImageEffect	SpriteCamera	Sepia
Param	character_grayout=false
CharacterOff						0
Bg	遺跡B					0
	ブラム					0
FadeIn	white					.3
	ブラム							シドウの夢見た希望の匣<dash=2>\nああ、なんと度し難い
FadeOut	white					.3
ImageEffect	SpriteCamera	Sepia
CharacterOff						0
Bg	教会					0
	黒グラデーション		エフェクト表			0
	勇者C	嘲笑				0
FadeIn	white					.3
	勇者C	嘲笑						忌まわしい野望のために、\n穢し尽くされた巫女の成れの果て
	勇者C	嘲笑						お前は永遠に俺たちの道具だ
FadeOut	black					.3
ImageEffect	SpriteCamera	Sepia
CharacterOff						0
Bg	研究所B					0
	黒グラデーション		エフェクト表			0
	研究員	通常				0
FadeIn	black					.3
	研究員	通常						聖剣の残滓……\n誰にでも使える"魔剣"……!!
	研究員	通常						この魔剣を徹底的に調べ上げろ！\n実験し反応を記録しろ！\n魔界を征する力を解明するんだ！
FadeOut	white					.3
ImageEffectOff	SpriteCamera	Sepia
CharacterOff						0
Bg	荒野					0
	黒グラデーション		エフェクト裏			0
	聖剣ルカ	悲しい				0
FadeIn	white					.3
	聖剣ルカ	悲しい						そのために、\n私は……ミリアⅢは造られたから
	聖剣ルカ	悲しい						でしたら、\n聖剣という力として存在するのが、\n私の生きる意味？
	聖剣ルカ	悲しい						いいえ……\nきっとそれ以外にも意味はあるはず
	聖剣ルカ	悲しい						そうじゃないと、\nお兄ちゃんが戦った意味さえも……
	聖剣ルカ	怒り						ええ、そうです
	聖剣ルカ	怒り						旅の中で、\n魔界を美しいと思えた瞬間だって\nあったんですから
CharacterOff
	裏ディーア	ハテナ						…………
	裏ディーア	ハテナ						随分と面倒なことを\n考え続けているようだがな
	裏ディーア	ハテナ						オレにはとっくに、\n答えはでているように見える
CharacterOff
	聖剣ルカ	怒り						え……？
	聖剣ルカ	怒り						それは、いったい<dash=2>
StopBgm
Param	character_grayout=true
	遠くからの悲鳴	<Off>	1_2					きゃあああああ！！！！
Bgm	緊迫
Tween	聖剣ルカ	PunchPosition	y=30				NoWait
	聖剣ルカ	怒り						この声は……？
CharacterOff
	裏ディーア	ハテナ						この魔力……\n近くで戦闘が起こっているな
	裏ディーア	ハテナ						行くぞ
FadeOut	black					.3
CharacterOff						0
Bg	市街地A(崩壊)					0
	聖剣ルカ	怒り				0
Wait						1
FadeIn	black					.3
	聖剣ルカ	怒り						これ、は……
CharacterOff
	裏ディーア	ハテナ						魔界だ
	裏ディーア	ハテナ						いつまでも変わらない、\n魔界のあり方だ
Param	character_grayout=false
CharacterOff
	聖剣ルカ	怒り
	黒グラデーション		エフェクト裏			2
	聖剣ルカ	怒り						ああ、またです……
	聖剣ルカ	怒り						焦げたお肉の匂いと生臭い血の香り\nいつの間にか慣れた戦場……
	聖剣ルカ	怒り						お兄ちゃんが成して、\n私からお兄ちゃんを<dash=4>
	聖剣ルカ	悲しい						ダメ、なのに
	聖剣ルカ	悲しい						だんだんとお腹の奥で大きくなって\nこみ上げてくる
StopBgm
CharacterOff						0
Bg	黒背景					0
	聖剣ルカ	<Off>	1_2					嫌なものが、出てくる
FadeOut	black					1
CharacterOff						0
Bg	市街地C(火事)					0
	ディーア	怒り4				0
Wait						2
FadeIn	black					1
	ディーア	怒り4				1
Wait						.5
Bgm	バトル
	ディーア	怒り4						出てきたな……！
CharacterOff
	Ω級グレイヴ型冥獣							グォオオオオオオ!!
CharacterOff
	旅人	通常
Tween	旅人	PunchPosition	y=30				NoWait
	旅人	通常						逃げろ！ 早く逃げろ!!
CharacterOff
	Ω級グレイヴ型冥獣
Wait						.2
	集中線		エフェクト表
	Ω級グレイヴ型冥獣							ガァアア！
CharacterOff
	旅人	通常
Tween	旅人	MoveBy	x=100 time=0				Add
Tween	旅人	RotateTo	y=180 time=0				Add
	旅人	通常						ひぃっ！
CharacterOff
	ディーア	怒り4						下がってくれ!!
	ディーア	本気4						はぁあああ！
Param	character_grayout=false
CharacterOff						0
ImageEffect	SpriteCamera	MotionBlur
Se	斬1
Bg	黒背景					0
	黒背景		エフェクト表			0
	斬撃(393C)		エフェクト裏			0						主に、	射撃(赤)
Tween	黒背景	MoveBy	y=-3000 time=1										射撃(青)
Wait						.3							射撃(紫)
Bg	市街地C(火事)					0
CharacterOff						0
ImageEffectOff	SpriteCamera	MotionBlur
	Ω級グレイヴ型冥獣
Shake	Ω級グレイヴ型冥獣		x=2				NoWait
	Ω級グレイヴ型冥獣							っ……!?
CharacterOff
	ディーア	怒り4						今のうちに避難を！
CharacterOff
	旅人	通常
Tween	旅人	MoveBy	x=100 time=0				Add
Tween	旅人	RotateTo	y=180 time=0				Add
	旅人	通常						は、はい……！
CharacterOff
	ディーア	怒り4						ロサ、\nこいつが今回の対象だな？
CharacterOff
	ロサ	通信通常						はい、\n小規模ですが<ruby=アンダーカバー>虚構伝承</ruby>です
	ロサ	通信通常						改竄深度ランクAA\n融界指数は8と判定しました
CharacterOff
	ディーア	怒り4						あのスーヴァでの戦いから、\n世界意思側の動きが\n激しくなってきているな……
	ディーア	目閉じ4						……ロサ、\nあの黒いあいつとルカの反応は？
CharacterOff
	ロサ	通信通常						残念ながら、\nここ一帯からは検出されません
CharacterOff
	ディーア	怒り4						そうか
	ディーア	悔しい4						ルカ、いったいどこに……？
CharacterOff
	ロサ	通信通常						ご主人様、\nお気持ちは私にもわかりますが\nまずは目の前の敵の討伐を
Param	character_grayout=true
CharacterOff
	ディーア	怒り4	1_2					ああ、そうだな！
	ディーア	怒り4						行くぞ、ゼルコヴァ！
Se	フォーン
	ゼルコヴァ	通常	2_2			1		は、はい……！
Tween	ゼルコヴァ	PunchPosition	y=50				NoWait
	ゼルコヴァ	通常						がんばりますっ！
Se	ザシュ
FadeOut	red					.2
FadeIn	red					.2
	ディーア	驚き4						いちっ……!?
	ゼルコヴァ	通常						わわわ！\nごめんなさい、私のトゲが……！
	ディーア	汗4						大丈夫、\nちょっとチクッとしただけだよ
	ディーア	通常4						それにみんなを使いこなしてこその\n魔剣王なんだ
	ディーア	笑い4						ゼルコヴァも遠慮しないで、\nのびのび戦ってくれ
	ディーア	笑い4						この体はお前に預けるからな
Tween	ゼルコヴァ	PunchPosition	y=30				NoWait
	ゼルコヴァ	通常						は、はい……！
Param	character_grayout=false
	ディーア	怒り4						魔剣王！\n<param=name>!!
	ディーア	本気4						リディを救うために、\n虚構伝承の討伐を開始する!!
If	isdebug==true
CharacterOff
Jump	*Q2003_02
EndIf
EndScenario

# Q2003_02
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="クエスト名"
ShowMessageWindow
FadeOut	black					0
StopSound
Bgm	作戦会議
Bg	酒場_宿屋(夜)					0
Param	character_grayout=false
	ディーア	通常4	画面外_左			0
FadeIn	black					1
Se	走る
Tween	ディーア	MoveBy	x=550 time=2				NoWait
	ディーア	通常4						ただいまー
	ロサ	通常	p7b			1		おかえりなさいませ、ご主人様\n本日の任務もお疲れ様でした
Param	character_grayout=true
	ロサ	通常						ですが、\n例の黒い魔剣王とルカ様には\n遭遇できなかったようですね？
	ディーア	怒り4						ああ、また行き違ったらしい
	ディーア	目閉じ4						スーヴァでの戦いから、\n魔力を追跡できるようになったけど\n向こうの動きが素早いな
	ロサ	通常						ですが一刻も早く、\nルカ様を救出し、\n確保しなければいけません
	ロサ	通常						リディ様を助けるためにも
	ディーア	怒り4						聖剣ルカに、\nリディの伝承が蓄積されている\nからだな？
	ロサ	通常						はい
Se	回想
FadeOut	white					.3
ImageEffect	SpriteCamera	Sepia
Param	character_grayout=false
CharacterOff						0
Bg	洞窟B					0
	聖剣ルカ	プレ	p7b			0
	裏ディーア	ハテナ	p3			0
	          	<Off>
FadeIn	white					.3
	ロサ	<Off>						残された聖剣ルカの魔力からは\nリディ様の魔剣殺しの力と魔力が\n検出されました
	ロサ	<Off>						彼らはなんらかの方法で、\nリディ様の力を回収していると\n思われます
	ディーア	<Off>						オレがCODE:THISWAYを介して、\n魔剣殺しを使っているようにか……
FadeOut	white					.3
ImageEffectOff	SpriteCamera	Sepia
CharacterOff						0
Bg	酒場_宿屋(夜)					0
	ディーア	目閉じ4	p3			0
	ロサ	通常	p7b			0
Param	character_grayout=true
FadeIn	white					.3
	ロサ	通常						その通りです
	ロサ	通常						塵も積もればといいますが、\nリディ様の一部として、\n無視できない存在になるほど
	ディーア	目閉じ4						…………
	ディーア	怒り4						魔帝アリスの動きも気になるし、\n手が足りないのが悔やまれるな……
	ロサ	通常						そのうえで、\nご主人様はルカ様の奪還を目標に\n動かれるのですね？
	ディーア	怒り4						ああ、リディを助けるために\nルカの存在が重要になるだろうこと
StopBgm
	ディーア	怒り4						それに<dash=2>
Se	回想
FadeOut	white					.3
ImageEffect	SpriteCamera	Sepia
CharacterOff						0
Bg	竜鍵マナ神域					0
	希望王ルル	通常				0
FadeIn	white					.3
	希望王ルル	通常						ルカを、頼んでもいいか
	希望王ルル	通常						この魔界で、人一人を守ることが\nどれほど大変かも、\nわかっているつもりだ
	希望王ルル	通常						……だが、お前なら
FadeOut	white					.3
ImageEffectOff	SpriteCamera	Sepia
CharacterOff						0
Bg	酒場_宿屋(夜)					0
	ロサ	通常	p7b			0
	ディーア	目閉じ4	p3			0
FadeIn	white					.3
	ディーア	目閉じ4						…………
Bgm	雪の街
	ディーア	通常4						ルルとの約束なんだ
	ディーア	通常4						最後に交わした大切な……\n大切な約束だ
	ディーア	目閉じ4						なのに世界意思に敗れて、\nルカの状況を知ることもできずに\n黒いあいつに渡してしまった
	ディーア	怒り4						今さらかもしれないけれど、\nルカをなんとか助けたい
	ロサ	通常						あの戦いのあと、\nルカ様は魔剣機関とE.D.E.N.で\n共同管理・研究をしていたはずです
	ロサ	通常						それなのにどうして、\n黒い魔剣王の手に落ちたのでしょう？
	ロサ	通常						そもそもご主人様と\n外見も魔力も酷似している彼は、\nいったい何者なのか……
	ディーア	怒り4						それを明らかにするためにも、\nルカたちを追跡を続けよう
	ロサ	通常						はい、今回と同じように\nリディ様の魔力をマーカーとして\n彼らの行方は追えるはずです
	ディーア	笑い4						ああ、頼む！
StopBgm
	ディーア	驚き4						それともう一つ……
	ディーア	怪しい4						黒いあいつについて、\nマリーさんたちはなにか言ってたか？
Bgm	絶望
Tween	ロサ	PunchPosition	y=30				NoWait
	ロサ	絶望						っ…………！
	ロサ	絶望						それ、は……
	ディーア	怒り4						あいつは、\nルーンブレード:Blazeを使っていた
	ディーア	怒り4						最新の:Blaze魔剣なんて、\n用意できるのはマリーさんくらいだ
	ディーア	怒り4						問い合わせてくれたんだろう？
	ロサ	通常						前にもお伝えした通り、\n『そのような魔剣は存在しない』\nとのことです……
	ディーア	目閉じ4						ロサ、お前を信用しているけど……
Tween	ロサ	PunchPosition	y=30				NoWait
	ロサ	本気						だ、大丈夫です！\nマリー様がご主人様を裏切るなんて\nありえないことですから！
	ディーア	怒り4						……そうだな
StopBgm
FadeOut	black					1
CharacterOff						0
Bg	研究所A					0
	司書王ロルリアンレット	悪い顔H				0
	ププッピマリー	微笑む	p7b			0
Wait						2
FadeIn	black					1
Bgm	図書館
	ププッピマリー	微笑む						ロサから、\nルーンブレード:Blazeについて\n問い合わせが来ました
	司書王ロルリアンレット	通常H						あの魔剣王との取引について、\n彼はもう気づいているでしょうね
	ププッピマリー	微笑む						だとしてもご安心してください、\n対処できる範囲でございます
	司書王ロルリアンレット	悪い顔H						ふふふ♪\n悪く思わないでね、魔剣使い
	司書王ロルリアンレット	悪い顔H						これでも私は約束を違えないの
	司書王ロルリアンレット	通常H						「これから一度だけ、\n　どれだけあなたの敵が強大でも\n　私が助力すると約束する」
	司書王ロルリアンレット	悪い顔H						どんな敵が相手でも、ね
FadeOut	black					1
CharacterOff						0
Bg	草原A					0
	ディーア	怪しい4				0
Wait						2
FadeIn	black					1
	ディーア	怪しい4						ロサにはああ言ったけれど、\nマリーさんとロールお嬢様には\n怪しいところがある
	ディーア	怪しい4						ロールお嬢様は\nオレが目覚めてから一度も、\n目の前に現れてはいない
	ディーア	怪しい4						いつもマリーさんやロサを介して\n間接的な支援をするだけ
	ディーア	怒り4						そこにあの、\nルーンブレード:Blazeだ……
	ディーア	悔しい4						もしかして、\n裏であの黒いやつと繋がって？
	ディーア	悔しい4						だとしたら、\nその目的はいったいなんなんだ？
	ディーア	目閉じ4						…………\nダメだ、考えることが多すぎる\nまずは目の前に集中しないと
	ディーア	怒り4						ロサ！\nリディの魔力反応があったっていう\n地点に到着したぞ？
	ディーア	怪しい4						だけど、\n黒い魔剣王もルカも見当たらない
CharacterOff
	ロサ	通信通常						そうですか、\nでしたらまた彼らと行き違<dash=2>
StopBgm
Tween	ロサ	PunchPosition	y=30				NoWait
	ロサ	通信通常						ご主人様、前方から！
CharacterOff
	ディーア	悔しい4						っ……！
Bgm	バトル
CharacterOff
	旅人	通常	p3
	ならず者	通常	p7b
Tween	旅人	PunchPosition	y=30				NoWait
	旅人	通常						見つけたぞ、魔剣王!!
CharacterOff
	ディーア	怒り4						何者だ？
CharacterOff
	旅人	通常	p3
	ならず者		p7b
	旅人	通常						誰でも良いだろう！
	ならず者	通常						キミにはたんまり賞金が賭けられてる\n悪いがやらせてもらうぞ!!
CharacterOff
	ディーア	怒り4						金儲け狙いの一般人か……
	ディーア	怒り4						お前ら程度にやられるオレじゃない\n悪いことは言わないから退け
CharacterOff
	旅人	通常	p3
	ならず者	通常	p7b
	旅人	通常						ははは！\nそんな余裕がいつまでもつかな？
Tween	旅人	PunchPosition	y=30				NoWait
	旅人	通常						俺達はなぁ！\n魔剣を超えた力を手に入れたんだ!!
StopBgm
Param	character_grayout=false
Se	チャージ
	オーラ赤		エフェクト表			1
Wait						1
	二人	<Off>	1_2					<ruby=アンロック>聖剣解放</ruby>!!
Se	光1
Bgm	魔獣バトル
FadeOut	white					.2
CharacterOff						0
	量産型ルカA	通常	p3			0
	量産型ルカB	通常	p7b			0
	          	<Off>	1_2			0
FadeIn	white					.2
	ルカ？	<Off>	1_2					…………
Param	character_grayout=true
CharacterOff
	ディーア	驚き4						なっ……!?
CharacterOff
	量産型ルカA	通常	p7b
	旅人	通常	p3
	旅人	通常						どうだ、驚いたか!!
CharacterOff
	ディーア	悔しい4						どうなってる?!
	ディーア	悔しい4						どうしてお前がルカを……\nいや、どうしてルカが何人も!?
CharacterOff
	量産型ルカA	通常	p7b
	ならず者	通常	p3
	ならず者	通常						これこそ！\n聖巫女様が与えてくれた奇跡！\n量産型聖剣ルカだ！
Tween	ならず者	PunchPosition	y=30				NoWait
	ならず者	通常						覚悟しろ、魔剣王！
CharacterOff
	ディーア	悔しい4						量産型、ルカ……？
	ディーア	悔しい4						くっ……！\nなにがなんだかわからないが
	ディーア	本気4						迎撃する！\n頼むぞ、みんな！
	ディーア	本気4						<ruby=アンロック>魔剣解放</ruby>！
If	isdebug==true
CharacterOff
Jump	*Q2003_03
EndIf
EndScenario

# Q2003_03
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="クエスト名"
ShowMessageWindow
FadeOut	black					0
StopSound
Bgm	魔獣バトル
Bg	草原A					0
	ディーア	悔しい4				0
FadeIn	black					1
Shake	ディーア		x=2				NoWait
	ディーア	悔しい4						なんなんだ……!?
	ディーア	悔しい4						この量産型聖剣、\n力だけならランクS魔剣に匹敵する
CharacterOff
	量産型ルカA	通常	p7b
	旅人	通常	p3
Tween	旅人	PunchPosition	y=30				NoWait
	旅人	通常						なんだ知らないのか？\nこの聖剣は誰にでも使えるんだ！
	旅人	通常						しかも、\n何をしても文句一つ言わない！
CharacterOff
	量産型ルカA	通常	p7b
	ならず者	通常	p3
	ならず者	通常						それに暴走の前に、\n簡単に壊せてしまえるからな
	ならず者	通常						壊れたところで、\n次のを簡単に手に入れられる！
Tween	ならず者	PunchPosition	y=30				NoWait
	ならず者	通常						この聖剣で、\nそろそろトドメをさしてやろう！\n魔剣王!!
CharacterOff
	量産型ルカA	通常	p7b
	旅人	通常	p3
	旅人	通常						ありがとうな！\n俺達が成り上がる踏み台に\nなってくれて!!
CharacterOff
	ディーア	目閉じ4						ああ、こちらこそ
StopBgm
	ディーア	怒り4						調子に乗って\nベラベラと喋ってくれてありがとう
Se	光1
Se	光3
FadeOut	white					.2
CharacterOff						0
	量産型ルカA	通常	p7b			0
	旅人	通常	p3			0
Param	character_grayout=false
FadeIn	white					.2
Shake	旅人	x=2	x=2				NoWait
	旅人	通常						ぐあぁっ……!?
Se	パリン
CharacterOff	量産型ルカA					1
Wait						.5
	旅人	通常						お、俺の聖剣が……！
CharacterOff
	ならず者	通常
Shake	ならず者	x=2	x=2				NoWait
	ならず者	通常						うぅ……
Bgm	絶望
CharacterOff
	ディーア	怒り4						量産型聖剣は確かに、\n一般的な魔剣を凌ぐ性能だよ
	ディーア	怒り4						だがそれだけだ
	ディーア	怒り4						お前たちは使い手じゃない
	ディーア	怒り4						どんなに武器が優秀でも、\nオレが遅れを取るわけがないだろ
CharacterOff
	旅人	通常						そんな……\nこれが魔剣王の実力……？
CharacterOff
	ディーア	怪しい4						さあ、教えてもらおうか
	ディーア	怪しい4						お前たちは、\n量産型聖剣をどこから手に入れた？\nあの聖剣とルカの関係は？
Param	character_grayout=true
CharacterOff
	旅人	通常	p3
	ならず者	通常	p7b
	ならず者	通常						それは言えない……！
	旅人	通常						信者たちに裏切りがバレたら……！
CharacterOff
	ディーア	怪しい4						オレよりも、\nその信者たちのほうが怖いんだな？
	ディーア	怪しい4						だけど、\nお前たちの未来は変わりはしない
	ディーア	怒り4						じゃあな
CharacterOff
	旅人	通常	p3
	ならず者	通常	p7b
Tween	旅人	PunchPosition	y=30				NoWait
	旅人	通常						ま、待て！ 待ってくれ！\nシーズクリアだ！
	旅人	通常						崩落した\n天空教会シーズクリア！
	旅人	通常						そこに聖巫女ルカ様はいる!!
CharacterOff
	ディーア	驚き4						聖巫女ルカ、だって？
CharacterOff
	旅人	通常	p3
	ならず者	通常	p7b
	ならず者	通常						ああ、彼女が\n量産型聖剣を造っているんだ
	ならず者	通常						本物の救世の巫女\nミリア様の再来だと信者は言ってる
	旅人	通常						その力で新しい魔界をつくるって\n勢力を拡大させているんだ
	旅人	通常						魔剣と違って量産型聖剣は\n使い手を選ばないから\n欲しがらないやつはいないさ
CharacterOff
	ディーア	本気4						バカを言うな！\nルカがそんな真似をするわけない！
CharacterOff
	旅人	通常	p3
	ならず者	通常	p7b
	ならず者	通常						事実なんだから仕方ないだろう！\nそれ以上は知らない！
CharacterOff
	ディーア	目閉じ4						…………
	ディーア	怒り4						さっさと行け
CharacterOff
	旅人	通常	p3
	ならず者	通常	p7b
	ならず者	通常						くっ、おぼえてろ……！
Se	走る
Tween	旅人	MoveBy	x=700 time=1				NoWait
	ならず者	通常						早く次の聖剣をもらわないと……！
Se	走る
Tween	ならず者	MoveBy	x=700 time=1				NoWait
Wait						.5
CharacterOff
	ロサ	通信通常						これは……\nいったいどういうことでしょう？
	ロサ	通信通常						たしかにシーズクリア周辺で、\n魔剣使いが急増しているという噂は\n入っていましたけど
CharacterOff
	ディーア	目閉じ4						オレにもさっぱりわからない
	ディーア	悔しい4						ルカが量産型聖剣を拡散してる？\n聖巫女になって勢力拡大？
	ディーア	怒り4						オレが知っているルカなら、\nどれも起こしそうにないことだ
	ディーア	悔しい4						だけど一つだけ言える、\n量産型聖剣の力は本物だ……！
	ディーア	悔しい4						魔剣を超える力が、\n流れ者にもいきわたるほど\n出回っているなんて
StopBgm
	ディーア	悔しい4						これを放置したら、\n魔界の秩序は崩壊するぞ！
FadeOut	black					.3
CharacterOff						0
Bg	市街地C(火事)					0
	魔女	通常				0
Wait						1
FadeIn	black					.3
Bgm	魔獣バトル
	魔女	通常						メルトナ城に攻め入るのよ！\n今日からここは私たちの国……!!
	魔女	通常						聖巫女ルカ様と聖剣があれば、\n魔剣は怖くないわ！
CharacterOff
	メルトナ王城兵	通常
Tween	メルトナ王城兵	MoveBy	x=100 time=0				Add
Tween	メルトナ王城兵	RotateTo	y=180 time=0				Add
	メルトナ王城兵	通常						くっ……！\nどうしてただの暴徒がこんな力を!?
	メルトナ王城兵	通常						だがここはセイメイ様が築き\n魔剣王様とヴェルガトゥリオ様が\n守り抜いた国！
	メルトナ王城兵	通常						メルトナ兵よ！\nこれ以上敵を一歩も進ませるな！
FadeOut	black					.3
CharacterOff						0
Bg	王政執務室					0
	勇者A	通常				0
Wait						1
FadeIn	black					.3
	勇者A	通常						報告します！\n偽の聖剣をもった暴徒たちによる\n反乱が各地で発生中！
	勇者A	通常						しかし、\n鎮圧部隊の汎用エクスカリバーでは\n聖剣に歯が立たず！
	勇者A	通常						一部の勇者が要となり、\nなんとか対処している状況です！
CharacterOff
	勇者レド	悔しい						妹君が量産型聖剣に？\nなぜだ……？
CharacterOff
	勇者A	通常						レド様、ご決断を！\n一刻も早く根源を絶たなければ、\nエデンは陥落します！
CharacterOff
	勇者レド	悔しい						しかたない、か……
	勇者レド	本気						国家反逆容疑で\n聖巫女ルカを討伐対象に指定する！
	勇者レド	本気						魔剣機関にも伝達しろ！\n総力を挙げて事態を収集するんだ！
CharacterOff
	勇者A	通常						急ぎ討伐部隊を編成します
CharacterOff
	勇者レド	通常						ああ、頼む
	勇者レド	通常						だが真正面からぶつかっても、\n汎用エクスカリバーは\n既に聖剣に押し負けている……
	勇者レド	通常						絡め手も必要、か……
	勇者レド	通常						たしか"彼"は\n裏の仕事にも精通しているはずだ
	勇者レド	通常						任せてみよう
FadeOut	black					.3
CharacterOff						0
Bg	草原A					0
	ロサ	通信通常				0
Wait						2
FadeIn	black					.3
	ロサ	通信通常						ご主人様が懸念した通り、\n魔界各地の暴動や反乱の中心には\n量産型聖剣が関わっているようです
	ロサ	通信通常						E.D.E.N.は\nその首謀者を聖巫女ルカと断定、\n討伐を決定したようです
	ロサ	通信通常						そしてご主人様……\nこの量産型聖剣からは<ruby=アンダーカバー>虚構伝承</ruby>の\n反応が検出できました
	ロサ	通信通常
CharacterOff
	ディーア	目閉じ4						虚構伝承の力によって\n造られた存在……
	ディーア	目閉じ4						ならきっと、\n裏にいるのは黒いあいつだな
	ディーア	怒り4						急いで、\nシーズクリアに向かおう！
	ディーア	本気4						黒い魔剣王からルカを取り戻し、\nこの事態を解決する！
FadeOut	black					1
CharacterOff						0
Bg	大灯台B					0
	裏ディーア	ハテナ				0
Wait						2
FadeIn	black					1
	裏ディーア	ハテナ						始まったな、聖巫女ルカ
CharacterOff
	聖剣ルカ	聖巫女						…………
	聖剣ルカ	聖巫女						お兄ちゃん……
FadeOut	black					2
If	isdebug==true
CharacterOff
Jump	*Q2003_04
EndIf
EndScenario

# Q2003_04
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="クエスト名"
ShowMessageWindow
FadeOut	black					0
StopSound
Bg	山岳B					0
Param	character_grayout=false
	地名背景		地名背景			0
	地名ロゴ	ダフィート	地名ロゴ			0
	左縦線		左縦線			0
	左横線		左横線			0
	右縦線		右縦線			0
	右横線		右横線			0
FadeIn	black					1
CharacterOff	黒背景					1
Wait						1
Tween	左縦線	MoveBy	y=-800 time=1.5	easeOutQuart			NoWait
Tween	左横線	MoveBy	x=-800 time=1.5	easeOutQuart			NoWait
Tween	右縦線	MoveBy	y=800 time=1.5	easeOutQuart			NoWait
Tween	右横線	MoveBy	x=800 time=1.5	easeOutQuart			NoWait
Wait						1.3
	場所ロゴ	天空教会シーズクリア	場所ロゴ			1
Wait						1
	　　　　　　　　　　							　
Tween	左縦線	MoveBy	y=-100 time=6				NoWait
Tween	左横線	MoveBy	x=-100 time=6				NoWait
Tween	右縦線	MoveBy	y=100 time=6				NoWait
Tween	右横線	MoveBy	x=100 time=6				NoWait
CharacterOff	地名ロゴ					.5
CharacterOff	場所ロゴ					.5
CharacterOff	左縦線					.3
CharacterOff	左横線					.3
CharacterOff	右縦線					.3
CharacterOff	右横線					.3
Wait						1.5
CharacterOff	地名背景					1
Wait						1.5
CharacterOff
Se	走る
	ディーア	驚き4				1
Wait						.5
	ディーア	驚き4						シーズクリア近郊には、\nこの間に調査で来たばかりだけど、\nこれは<dash=2>
