	？？？？	<Off>						《ふーむ、かわいい女子かぁ》
	ディーア	きらーん2						（はい！かわいい女子です！）
	？？？？	<Off>						《どのくらいかわいい子？》
	ディーア	にやけ2						（どのくらい…か、うーん、例えば\n　アイドルみたいな子とか…？）
	？？？？	<Off>						《あーあーアイドルね！理解！》
	ディーア	驚き2						（…え？り、理解…？）
	？？？？	<Off>						《だいじょうぶ！》
	ディーア	怪しい2						（……今、俺は、誰と会話を…？）
	？？？？	<Off>						《このヴァルハラこと》
	ディーア	驚き2						（………ま、まさか………）
	？？？？	<Off>						《ヴァルっちＰにおまかせ!!》
FadeOut	white					.5
Se	チャージ
Bgm	闇属性バトル
Bg	神殿A
	魔剣ヴァルハラ	通常	1_3
	リディ	驚き2
FadeIn	white					3
Tween	魔剣ヴァルハラ	PunchPosition	y=50			Add
	魔剣ヴァルハラ							どっかーーん！！
	ディーア							……ふぇ？
	魔剣ヴァルハラ							んーーーー、魔界っ！\nアンロックありがと、人類さん！
	ディーア	悔しい2						ま、魔剣ヴァルハラが…\nアンロック…された？
Tween	魔剣ヴァルハラ	PunchPosition	y=50			Add
	魔剣ヴァルハラ							ぱんぱかぱーん！\nおめでとうございまーすっ！
	ディーア	驚き2						……？？？
	魔剣ヴァルハラ							あなたはこのヴァルハラによって\n勇敢なる大英雄に選ばれました！
	魔剣ヴァルハラ							つきましては、あなたの魂を\n神の国に連れていきますっ！
	ディーア	怪しい2						…ま、待て、お前は一体――！
	魔剣ヴァルハラ							でも生きてると連れていけないので、\nちょーっと相談があってぇー
Tween	魔剣ヴァルハラ	PunchPosition	y=50			Add
	魔剣ヴァルハラ							一回、死んでみませんか♪
	ディーア	悔しい2						ま、まさか…！ヴァルハラお前…！\n祈りの力をためて覚醒した……
	ディーア	怒り2						暴走魔剣……!!!!!
FadeOut	white					.5
Se	光3
Se	ボス殺
Bg	天空
FadeIn	white					3
	リディ	悔しい2						ま、マスター、屋根が…！
Tween	ディーア	MoveBy	x=80 time=0.5
	ディーア	悔しい2						リディ、下がってろ！
	リディ	怒り2						で、でも！
	魔剣ヴァルハラ							うーん、さすがは大英雄候補！\nやっぱり簡単には滅んでくれないか♪
	魔剣ヴァルハラ							あ♪そうだそうだ忘れてたー！\n約束だったね！こーれ！
	ディーア	驚き2						…？？
	魔剣ヴァルハラ							《かわいいアイドルみたいな子たち》
FadeOut	white					.5
Se	魔剣入る
FadeIn	white					1
	魔剣ヴァルハラ							ヴァルっちは魂の管理者にして支配者\nだから――
FadeOut	white					.5
Se	魔剣入る
FadeIn	white					1
	魔剣ヴァルハラ							こんなこともできるんだよ♪\n《召喚・北欧神話》
FadeOut	white					.5
Se	闇1
Se	闇2
Se	火1
Se	火2
Bgm	Xmasボス
Bg	宇宙
	レヴァンテイン？	通常	1_1
CharacterOff	ディーア
CharacterOff	リディ
CharacterOff	魔剣ヴァルハラ
FadeIn	white					3
	レヴァンテイン？	通常	1_1					終末ヒロインレヴァ
	ヘル？	通常	1_1					蒼姫ヘル
	ミストルテイン？	通常	1_1					それが運命ミストル
	キラ？	通常	1_1					天災キラ
	グラム？	通常	1_1					唯一の本物グラム
	オルタ？	通常	1_1					初代魔王オルタ
	ダインスレイフ？	通常	1_1					うそつきダイン
CharacterOff	ダインスレイフ？
Param	quest_name="とりあえず滅べ"
FadeOut	white					.5
Se	闇1
Se	闇2
Se	火1
Se	火2
Bgm	Xmasボス
Bg	天空
CharacterOff	ダインスレイフ？
	ディーア	怪しい2	2_3
	リディ	絶望2	3_3
	魔剣ヴァルハラ	通常	1_3
FadeIn	white					1
	リディ	絶望2						そ、そんな…\n伝承上の魔剣アイドル…！？
	ディーア	驚き2						あ、アイドル…！？
	リディ	通常2						うん、魔剣少女たちを集めて結成した\n伝説のアイドルユニット
	リディ	悔しい2						その名も『北欧神話』……！
	北欧神話	通常	st_center_f
Param	character_grayout=false
	　	<Off>						・・・・・・
	北欧神話	P2	st_center_f
	　	<Off>						・・・・・・
CharacterOff	北欧神話
Param	character_grayout=true
	リディ	驚き2						それに、キラにミストルまでいる…\n実質最強のアイドルユニット\n『北欧神話＋』が生まれたというの？
	リディ	怒り2						存在は噂されていたけれど、\n実在したの…？
	ディーア	怒り2						――いや、リディ、あいつらは\n本物の魔剣じゃない！
	リディ	驚き2						ふぇ？
	ディーア	悔しい2						限りなく精巧に創られているけれど、\nあれはおそらく記憶の再現…！
	リディ	悔しい2						さい…げん？
	ディーア	本気2						そういうことだろ？\n「魂の管理者」の能力の本質…！
	ディーア	悔しい2						記憶が結晶化した魂から、\n魔力生命を再現する…それこそが、\n魔剣ヴァルハラの能力！
	リディ	驚き2						そ、そんなことできるの！？
	ディーア	怪しい2						古来より集め続けた祈りの力が、\n魔剣の中で覚醒したとすれば、\n不可能じゃない…！
	リディ	悔しい2						でもマスター、この子たち…！
	ディーア	怒り2						ただの魔力結晶体だとしても、\n一人ひとりの魔力反応が冥獣、\nいや、霊獣かそれ以上!!
Tween	魔剣ヴァルハラ	PunchPosition	y=50			Add
	魔剣ヴァルハラ							どっかーん！ご名答ご名答♪\n大体合ってるー…かな？
	魔剣ヴァルハラ							でもまあ、いつでもできることじゃ\nないんだけど
	魔剣ヴァルハラ							ながーい間、たくさん芳醇で濃厚な\n『祈り』を捧げてもらったから♪
	ディーア	本気2						お前のいう神の国へ俺を攫って、\n一体何をさせるつもりだ？
	魔剣ヴァルハラ							さぁ？
	ディーア	驚き2						……！？
	魔剣ヴァルハラ							そんなの神様が決めること
	魔剣ヴァルハラ							ヴァルっちの役割は、\n必要なだけの「記憶」を集めること
	ディーア	怒り2						――神が、既に存在しなくても？
	魔剣ヴァルハラ							新しい神様を決めればいーんじゃない？\nそんなのヴァルっちが足を止める\n理由にすらならないよっ♪
	魔剣ヴァルハラ							…キミだって、そうでしょ？
	ディーア	悔しい2						……くっ！
	魔剣ヴァルハラ							にしし♪お客様もお待ちだし！\nそろそろはじめよっか、人類っ♪
	魔剣ヴァルハラ							ヴァルっちＰが全身全霊を込めて\n人類滅亡をプロデュース♪
	魔剣ヴァルハラ							あなたの魂、頂戴するよ！\n準備はいい？《北欧神話》のみんな！
	魔剣ヴァルハラ							本当に本当に申し訳ないんだけど……
	魔剣ヴァルハラ							もういくつ寝るとお正月ですが、\nとりあえず滅べ♪
EndScenario
